#现代汉语语料库词语频率表;;;;
#语料规模:2000万字;;;;
#只列入出现次数大于50次的词;;;;
#下载自www.cncorpus.org语料库在线网站;;;;
;;;;
;;;;
id;词语;出现次数;频率（%）;累积频率（%）
13507;顶部;56;0.0006;89.8417
13508;土质;56;0.0006;89.8489
13509;整整齐齐;56;0.0006;89.8495
13510;腊梅;56;0.0006;89.8501
13511;掀开;56;0.0006;89.8507
13512;凄惨;56;0.0006;89.8513
13513;值钱;56;0.0006;89.8519
13514;真情;56;0.0006;89.8525
13515;房东;56;0.0006;89.8531
13516;浓烟;56;0.0006;89.8423
13517;比例尺;56;0.0006;89.8765
13518;问起;56;0.0006;89.8801
13519;裸;56;0.0006;89.8807
13520;政治体制;56;0.0006;89.8813
13521;原定;56;0.0006;89.8849
13522;挺拔;56;0.0006;89.8831
13523;错过;56;0.0006;89.8837
13524;胃肠;56;0.0006;89.8879
13525;消化道;56;0.0006;89.8843
13526;国歌;56;0.0006;89.8795
13527;牡蛎;56;0.0006;89.8855
13528;函;56;0.0006;89.8861
13529;自以为;56;0.0006;89.8915
13530;黑子;56;0.0006;89.8909
13531;拉丁美洲;56;0.0006;89.8903
13532;照搬;56;0.0006;89.8897
13533;策动;56;0.0006;89.8891
13534;妓女;56;0.0006;89.8867
13535;呛;56;0.0006;89.8885
13536;千变万化;56;0.0006;89.8873
13537;消逝;56;0.0006;89.8825
13538;植树造林;56;0.0006;89.8723
13539;劳模;56;0.0006;89.8675
13540;隐性;56;0.0006;89.8681
13541;铁丝;56;0.0006;89.8687
13542;国家机器;56;0.0006;89.8693
13543;大中型企业;56;0.0006;89.8699
13544;都督;56;0.0006;89.8705
13545;支票;56;0.0006;89.8711
13546;存贮;56;0.0006;89.8735
13547;软化;56;0.0006;89.8717
13548;堆放;56;0.0006;89.8819
13549;超导;56;0.0006;89.8789
13550;细看;56;0.0006;89.8729
13551;松林;56;0.0006;89.8669
13552;中线;56;0.0006;89.8741
13553;云彩;56;0.0006;89.8747
13554;邦;56;0.0006;89.8753
13555;兑现;56;0.0006;89.8759
13556;经脉;56;0.0006;89.8777
13557;中立;56;0.0006;89.8783
13558;失眠;56;0.0006;89.8555
13559;婚事;56;0.0006;89.8279
13560;遍布;56;0.0006;89.8045
13561;放火;56;0.0006;89.8549
13562;抵消;56;0.0006;89.8063
13563;禹;56;0.0006;89.8069
13564;塑;56;0.0006;89.8075
13565;野生动物;56;0.0006;89.8081
13566;展销;56;0.0006;89.8087
13567;手杖;56;0.0006;89.8159
13568;叼;56;0.0006;89.8099
13569;周期表;56;0.0006;89.8015
13570;石膏;56;0.0006;89.8039
13571;生产物;56;0.0006;89.8093
13572;梦幻;56;0.0006;89.8111
13573;注定;56;0.0006;89.8117
13574;品尝;56;0.0006;89.8123
13575;共用;56;0.0006;89.8129
13576;浴;56;0.0006;89.8135
13577;相联;56;0.0006;89.8141
13578;虎子;56;0.0006;89.8147
13579;六千;56;0.0006;89.8153
13580;叫唤;56;0.0006;89.8105
13581;年岁;56;0.0006;89.7919
13582;茂林;56;0.0006;89.7967
13583;深感;56;0.0006;89.7931
13584;搔;56;0.0006;89.7937
13585;钱财;56;0.0006;89.7943
13586;抹煞;56;0.0006;89.7949
13587;全新;56;0.0006;89.7955
13588;生硬;56;0.0006;89.7961
13589;超声波;56;0.0006;89.7973
13590;先验;56;0.0006;89.7979
13591;倾倒;56;0.0006;89.8033
13592;师团;56;0.0006;89.7991
13593;西岸;56;0.0006;89.7925
13594;林立;56;0.0006;89.7997
13595;娇;56;0.0006;89.8003
13596;受体;56;0.0006;89.8009
13597;附带;56;0.0006;89.7985
13598;撒谎;56;0.0006;89.8021
13599;待业;56;0.0006;89.8027
13600;颜料;56;0.0006;89.8057
13601;紫菜;56;0.0006;89.8357
13602;夜校;56;0.0006;89.8297
13603;发病率;56;0.0006;89.8303
13604;验收;56;0.0006;89.8309
13605;看透;56;0.0006;89.8315
13606;淹;56;0.0006;89.8321
13607;威尼斯;56;0.0006;89.8327
13608;暗淡;56;0.0006;89.8333
13609;天井;56;0.0006;89.8339
13610;扑来;56;0.0006;89.8411
13611;宅;56;0.0006;89.8351
13612;产后;56;0.0006;89.8291
13613;悲壮;56;0.0006;89.8363
13614;钝;56;0.0006;89.8369
13615;自个儿;56;0.0006;89.8375
13616;驻军;56;0.0006;89.8381
13617;苍;56;0.0006;89.8387
13618;五四运动;56;0.0006;89.8393
13619;削减;56;0.0006;89.8399
13620;皆有;56;0.0006;89.8405
13621;包含有;56;0.0006;89.8231
13622;北洋;56;0.0006;89.8171
13623;记事;56;0.0006;89.8219
13624;内行;56;0.0006;89.8051
13625;藤椅;56;0.0006;89.8345
13626;问话;56;0.0006;89.8177
13627;吴佩孚;56;0.0006;89.8183
13628;淋巴结;56;0.0006;89.8189
13629;挎;56;0.0006;89.8195
13630;筹;56;0.0006;89.8201
13631;二哥;56;0.0006;89.8207
13632;莫不;56;0.0006;89.8213
13633;昂贵;56;0.0006;89.8285
13634;秋后;56;0.0006;89.8225
13635;穿插;56;0.0006;89.8165
13636;地质学;56;0.0006;89.8237
13637;雷暴;56;0.0006;89.8243
13638;练功;56;0.0006;89.8249
13639;顽固派;56;0.0006;89.8255
13640;吕;56;0.0006;89.8261
13641;汹涌;56;0.0006;89.8267
13642;真人;56;0.0006;89.8273
13643;自幼;55;0.0006;89.9647
13644;自尊;55;0.0006;89.9653
13645;号码;55;0.0006;89.9659
13646;蔓;55;0.0006;89.9665
13647;议案;55;0.0006;89.9671
13648;付款;55;0.0006;89.9677
13649;氟;55;0.0006;89.9683
13650;素描;55;0.0006;89.9767
13651;竹林;55;0.0006;89.9695
13652;京京;55;0.0006;89.9629
13653;海洋生物;55;0.0006;89.9707
13654;雨后;55;0.0006;89.9713
13655;租赁;55;0.0006;89.9719
13656;旅店;55;0.0006;89.9725
13657;氧化铜;55;0.0006;89.9731
13658;松散;55;0.0006;89.9737
13659;不需;55;0.0006;89.9743
13660;掌管;55;0.0006;89.9749
13661;全能;55;0.0006;89.9755
13662;青工;55;0.0006;89.9905
13663;联合体;55;0.0006;89.9563
13664;盛大;55;0.0006;89.9761
13665;谢绝;55;0.0006;89.9701
13666;劳动条件;55;0.0006;89.9689
13667;挪威;55;0.0006;89.9497
13668;牵涉;55;0.0006;89.9503
13669;农民运动;55;0.0006;89.9509
13670;保安;55;0.0006;89.9515
13671;强制性;55;0.0006;89.9521
13672;邓颖超;55;0.0006;89.9527
13673;图表;55;0.0006;89.9533
13674;双目;55;0.0006;89.9539
13675;伤痕;55;0.0006;89.9545
13676;你们俩;55;0.0006;89.9623
13677;救灾;55;0.0006;89.9557
13678;崇敬;55;0.0006;89.9491
13679;定点;55;0.0006;89.9569
13680;合于;55;0.0006;89.9575
13681;推敲;55;0.0006;89.9581
13682;第十;55;0.0006;89.9587
13683;典范;55;0.0006;89.9593
13684;轻便;55;0.0006;89.9599
13685;乌鲁木齐;55;0.0006;89.9605
13686;庭院;55;0.0006;89.9611
13687;审讯;55;0.0006;89.9617
13688;鉴赏;55;0.0006;89.9551
13689;寄给;55;0.0006;89.9353
13690;留有;55;0.0006;89.9899
13691;哪怕是;55;0.0006;89.9635
13692;无异;55;0.0006;89.9923
13693;吵闹;55;0.0006;89.9935
13694;目睹;55;0.0006;89.9917
13695;一九八四;55;0.0006;89.9947
13696;稀罕;55;0.0006;89.9953
13697;讲学;55;0.0006;89.9959
13698;重担;55;0.0006;89.9965
13699;醇;55;0.0006;89.9971
13700;比不上;55;0.0006;89.9977
13701;盘算;55;0.0006;89.9983
13702;残忍;55;0.0006;89.9989
13703;入社;55;0.0006;89.9995
13704;彩电;55;0.0006;90.0007
13705;实则;55;0.0006;90.0013
13706;作价;55;0.0006;90.0019
13707;归属;55;0.0006;90.0025
13708;里根;55;0.0006;90.0031
13709;分子结构;55;0.0006;90.0037
13710;源于;55;0.0006;90.0043
13711;趁机;55;0.0006;90.0049
13712;争辩;55;0.0006;90.0055
13713;索取;55;0.0006;90.0001
13714;终点;55;0.0006;89.9941
13715;终结;55;0.0006;89.9833
13716;过低;55;0.0006;89.9779
13717;借贷;55;0.0006;89.9785
13718;回路;55;0.0006;89.9791
13719;男女老少;55;0.0006;89.9797
13720;风云;55;0.0006;89.9803
13721;突如其来;55;0.0006;89.9809
13722;行车;55;0.0006;89.9815
13723;攻关;55;0.0006;89.9821
13724;梯;55;0.0006;89.9845
13725;百倍;55;0.0006;89.9911
13726;闻声;55;0.0006;89.9929
13727;三十万;55;0.0006;89.9839
13728;准许;55;0.0006;89.9773
13729;大拇指;55;0.0006;89.9851
13730;铺上;55;0.0006;89.9857
13731;鼎;55;0.0006;89.9863
13732;椭圆;55;0.0006;89.9869
13733;慢吞吞;55;0.0006;89.9875
13734;新来;55;0.0006;89.9881
13735;蛤蟆;55;0.0006;89.9887
13736;圆柱;55;0.0006;89.9893
13737;杂剧;55;0.0006;89.9827
13738;头皮;55;0.0006;89.9641
13739;跨过;55;0.0006;89.9335
13740;写给;55;0.0006;89.9077
13741;小虎;55;0.0006;89.9083
13742;船舱;55;0.0006;89.9035
13743;梦见;55;0.0006;89.9089
13744;消散;55;0.0006;89.9119
13745;沈括;55;0.0006;89.9095
13746;静默;55;0.0006;89.9101
13747;丁字;55;0.0006;89.9107
13748;脂肪酸;55;0.0006;89.9113
13749;合一;55;0.0006;89.9197
13750;小花;55;0.0006;89.9125
13751;驰骋;55;0.0006;89.9059
13752;幸好;55;0.0006;89.9137
13753;教派;55;0.0006;89.9143
13754;轧;55;0.0006;89.9149
13755;右腿;55;0.0006;89.9155
13756;和蔼;55;0.0006;89.9161
13757;茅屋;55;0.0006;89.9167
13758;聪明才智;55;0.0006;89.9173
13759;派兵;55;0.0006;89.9179
13760;亲生;55;0.0006;89.9185
13761;病原体;55;0.0006;89.9191
13762;高楼;55;0.0006;89.9131
13763;底子;55;0.0006;89.9029
13764;骨髓;55;0.0006;89.8957
13765;毛驴;55;0.0006;89.8945
13766;平反;55;0.0006;89.8939
13767;喘气;55;0.0006;89.8933
13768;大干;55;0.0006;89.8927
13769;堂屋;55;0.0006;89.8981
13770;假象;55;0.0006;89.8951
13771;教导员;55;0.0006;89.8963
13772;讲故事;55;0.0006;89.8969
13773;异物;55;0.0006;89.8975
13774;插秧;55;0.0006;89.8921
13775;漫步;55;0.0006;89.8987
13776;读数;55;0.0006;89.8993
13777;年终;55;0.0006;89.8999
13778;称量;55;0.0006;89.9005
13779;发怒;55;0.0006;89.9011
13780;充血;55;0.0006;89.9053
13781;叫卖;55;0.0006;89.9017
13782;捉摸;55;0.0006;89.9023
13783;躲开;55;0.0006;89.9041
13784;旬;55;0.0006;89.9047
13785;西周;55;0.0006;89.9419
13786;厂子;55;0.0006;89.9359
13787;轻蔑;55;0.0006;89.9365
13788;贝类;55;0.0006;89.9371
13789;解说;55;0.0006;89.9377
13790;相对性;55;0.0006;89.9383
13791;蒙古族;55;0.0006;89.9389
13792;洽谈;55;0.0006;89.9395
13793;津津有味;55;0.0006;89.9401
13794;洋铁桶;55;0.0006;89.9485
13795;慌张;55;0.0006;89.9413
13796;硫酸铜;55;0.0006;89.9347
13797;借来;55;0.0006;89.9425
13798;酸碱;55;0.0006;89.9431
13799;剩余产品;55;0.0006;89.9437
13800;王文;55;0.0006;89.9443
13801;不服气;55;0.0006;89.9449
13802;烈日;55;0.0006;89.9455
13803;农民战争;55;0.0006;89.9461
13804;他用;55;0.0006;89.9467
13805;胶体;55;0.0006;89.9473
13806;当官;55;0.0006;89.9479
13807;一阵风;55;0.0006;89.9275
13808;公文;55;0.0006;89.9263
13809;要害;55;0.0006;89.9407
13810;昨日;55;0.0006;89.9215
13811;道上;55;0.0006;89.9221
13812;乐园;55;0.0006;89.9227
13813;鱼种;55;0.0006;89.9233
13814;久而久之;55;0.0006;89.9239
13815;伤兵;55;0.0006;89.9245
13816;石灰岩;55;0.0006;89.9251
13817;只因;55;0.0006;89.9257
13818;金黄色;55;0.0006;89.9341
13819;轻巧;55;0.0006;89.9269
13820;多亏;55;0.0006;89.9203
13821;无政府主义;55;0.0006;89.9281
13822;单打;55;0.0006;89.9287
13823;但愿;55;0.0006;89.9293
13824;一怔;55;0.0006;89.9299
13825;棱镜;55;0.0006;89.9209
13826;凤凰;55;0.0006;89.9305
13827;物理化学;55;0.0006;89.9065
13828;山雀;55;0.0006;89.9311
13829;争气;55;0.0006;89.9317
13830;大名;55;0.0006;89.9323
13831;涌起;55;0.0006;89.9329
13832;烛;55;0.0006;89.9071
13833;期满;54;0.0006;90.0841
13834;睫毛;54;0.0006;90.0847
13835;水电;54;0.0006;90.0853
13836;无序;54;0.0006;90.0859
13837;袭来;54;0.0006;90.0865
13838;短小;54;0.0006;90.0871
13839;随身;54;0.0006;90.0877
13840;南宁;54;0.0006;90.1123
13841;碟;54;0.0006;90.0889
13842;双腿;54;0.0006;90.0913
13843;国籍;54;0.0006;90.0985
13844;两地;54;0.0006;90.0907
13845;聊天;54;0.0006;90.0835
13846;染上;54;0.0006;90.0919
13847;反比;54;0.0006;90.0925
13848;攫取;54;0.0006;90.0931
13849;直达;54;0.0006;90.0937
13850;澡;54;0.0006;90.0943
13851;可疑;54;0.0006;90.0949
13852;麦加;54;0.0006;90.0955
13853;长者;54;0.0006;90.0961
13854;档;54;0.0006;90.0967
13855;跳高;54;0.0006;90.0973
13856;头等;54;0.0006;90.0979
13857;耳目;54;0.0006;90.0757
13858;唱戏;54;0.0006;90.0745
13859;申诉;54;0.0006;90.0901
13860;小腿;54;0.0006;90.0691
13861;邯郸;54;0.0006;90.0697
13862;雷声;54;0.0006;90.0703
13863;几何学;54;0.0006;90.0709
13864;及格;54;0.0006;90.0715
13865;辨证;54;0.0006;90.0721
13866;挥动;54;0.0006;90.0727
13867;登山;54;0.0006;90.0733
13868;路径;54;0.0006;90.0739
13869;顶住;54;0.0006;90.0829
13870;率先;54;0.0006;90.0751
13871;闲话;54;0.0006;90.0679
13872;云集;54;0.0006;90.0763
13873;通路;54;0.0006;90.0769
13874;决策者;54;0.0006;90.0775
13875;布告;54;0.0006;90.0781
13876;殴打;54;0.0006;90.0787
13877;作图;54;0.0006;90.0793
13878;跳起;54;0.0006;90.0799
13879;起始;54;0.0006;90.0805
13880;专程;54;0.0006;90.0811
13881;文艺界;54;0.0006;90.0817
13882;活路;54;0.0006;90.0823
13883;基层干部;54;0.0006;90.0685
13884;战火;54;0.0006;90.1117
13885;十二大;54;0.0006;90.1147
13886;如是;54;0.0006;90.1165
13887;熄;54;0.0006;90.1153
13888;忽而;54;0.0006;90.1195
13889;耽心;54;0.0006;90.1159
13890;高雅;54;0.0006;90.1171
13891;崇;54;0.0006;90.1177
13892;庙宇;54;0.0006;90.1225
13893;洗衣机;54;0.0006;90.1189
13894;茅盾;54;0.0006;90.1141
13895;胜仗;54;0.0006;90.1201
13896;泥坑;54;0.0006;90.1207
13897;应声;54;0.0006;90.1237
13898;古典主义;54;0.0006;90.1285
13899;瘦弱;54;0.0006;90.1279
13900;看热闹;54;0.0006;90.1273
13901;屎;54;0.0006;90.1267
13902;铬;54;0.0006;90.1261
13903;清静;54;0.0006;90.1255
13904;拐杖;54;0.0006;90.1249
13905;傀儡;54;0.0006;90.1243
13906;香山;54;0.0006;90.1213
13907;好意;54;0.0006;90.1231
13908;气呼呼;54;0.0006;90.1219
13909;眼圈;54;0.0006;90.1183
13910;水牛;54;0.0006;90.1057
13911;基本矛盾;54;0.0006;90.0997
13912;雀;54;0.0006;90.1003
13913;毛发;54;0.0006;90.1009
13914;打通;54;0.0006;90.1015
13915;孝;54;0.0006;90.1021
13916;提防;54;0.0006;90.1027
13917;绢;54;0.0006;90.1033
13918;止住;54;0.0006;90.1039
13919;相爱;54;0.0006;90.1045
13920;升级;54;0.0006;90.1051
13921;栋;54;0.0006;90.1135
13922;喉头;54;0.0006;90.1063
13923;容貌;54;0.0006;90.0991
13924;大院;54;0.0006;90.1075
13925;尖刀;54;0.0006;90.1081
13926;沉沉;54;0.0006;90.1087
13927;场景;54;0.0006;90.1093
13928;张国焘;54;0.0006;90.1099
13929;得名;54;0.0006;90.1069
13930;市场体系;54;0.0006;90.0499
13931;挑剔;54;0.0006;90.1105
13932;厂商;54;0.0006;90.0883
13933;取暖;54;0.0006;90.1111
13934;无罪;54;0.0006;90.1129
13935;善意;54;0.0006;90.0895
13936;跌落;54;0.0006;90.0487
13937;蝇;54;0.0006;90.0229
13938;全神贯注;54;0.0006;90.0277
13939;悠闲;54;0.0006;90.0235
13940;谋求;54;0.0006;90.0241
13941;哺育;54;0.0006;90.0247
13942;想方设法;54;0.0006;90.0253
13943;军委;54;0.0006;90.0259
13944;苏醒;54;0.0006;90.0265
13945;劫;54;0.0006;90.0271
13946;积分;54;0.0006;90.0361
13947;评论家;54;0.0006;90.0283
13948;拍打;54;0.0006;90.0211
13949;停工;54;0.0006;90.0295
13950;贬值;54;0.0006;90.0301
13951;碍;54;0.0006;90.0307
13952;毁坏;54;0.0006;90.0313
13953;同音;54;0.0006;90.0319
13954;混合物;54;0.0006;90.0325
13955;明清;54;0.0006;90.0331
13956;有形;54;0.0006;90.0337
13957;仨;54;0.0006;90.0343
13958;苗子;54;0.0006;90.0349
13959;霸权主义;54;0.0006;90.0355
13960;级别;54;0.0006;90.0289
13961;药用;54;0.0006;90.0169
13962;伊;54;0.0006;90.0115
13963;创造性思维;54;0.0006;90.0127
13964;名言;54;0.0006;90.0103
13965;器皿;54;0.0006;90.0097
13966;俞;54;0.0006;90.0091
13967;一天到晚;54;0.0006;90.0085
13968;西双版纳;54;0.0006;90.0079
13969;麻将;54;0.0006;90.0073
13970;西汉;54;0.0006;90.0067
13971;可口;54;0.0006;90.0061
13972;床铺;54;0.0006;90.0109
13973;技;54;0.0006;90.0133
13974;门诊;54;0.0006;90.0139
13975;盈亏;54;0.0006;90.0145
13976;老头儿;54;0.0006;90.0151
13977;愈加;54;0.0006;90.0205
13978;飘荡;54;0.0006;90.0163
13979;吴刚;54;0.0006;90.0121
13980;集体化;54;0.0006;90.0175
13981;校舍;54;0.0006;90.0181
13982;斜坡;54;0.0006;90.0187
13983;玉华;54;0.0006;90.0157
13984;仆人;54;0.0006;90.0199
13985;毛皮;54;0.0006;90.0193
13986;提名;54;0.0006;90.0223
13987;星期日;54;0.0006;90.0601
13988;深重;54;0.0006;90.0529
13989;集权;54;0.0006;90.0535
13990;消磨;54;0.0006;90.0541
13991;多寡;54;0.0006;90.0547
13992;嗜好;54;0.0006;90.0553
13993;相声;54;0.0006;90.0559
13994;欢笑;54;0.0006;90.0565
13995;逾;54;0.0006;90.0571
13996;枝头;54;0.0006;90.0577
13997;呼应;54;0.0006;90.0583
13998;服务业;54;0.0006;90.0673
13999;轮机;54;0.0006;90.0595
14000;朗诵;54;0.0006;90.0523
14001;溅;54;0.0006;90.0607
14002;梯田;54;0.0006;90.0613
14003;置换;54;0.0006;90.0619
14004;解剖学;54;0.0006;90.0625
14005;人畜;54;0.0006;90.0631
14006;雄性;54;0.0006;90.0637
14007;蛹;54;0.0006;90.0643
14008;大堤;54;0.0006;90.0649
14009;辛酸;54;0.0006;90.0655
14010;美味;54;0.0006;90.0661
14011;疼爱;54;0.0006;90.0667
14012;收敛;54;0.0006;90.0445
14013;呼叫;54;0.0006;90.0433
14014;断断续续;54;0.0006;90.0589
14015;践踏;54;0.0006;90.0379
14016;蝌蚪;54;0.0006;90.0385
14017;唯独;54;0.0006;90.0391
14018;誓;54;0.0006;90.0397
14019;光临;54;0.0006;90.0403
14020;劝阻;54;0.0006;90.0409
14021;死亡率;54;0.0006;90.0415
14022;崩;54;0.0006;90.0421
14023;讨好;54;0.0006;90.0427
14024;苏北;54;0.0006;90.0517
14025;百灵;54;0.0006;90.0439
14026;拿过;54;0.0006;90.0367
14027;高喊;54;0.0006;90.0451
14028;枯竭;54;0.0006;90.0457
14029;消费量;54;0.0006;90.0463
14030;放射性元素;54;0.0006;90.0469
14031;点火;54;0.0006;90.0475
14032;碳水化合物;54;0.0006;90.0481
14033;带去;54;0.0006;90.0373
14034;要饭;54;0.0006;90.0493
14035;纺;54;0.0006;90.0217
14036;债权;54;0.0006;90.0505
14037;实为;54;0.0006;90.0511
14038;民警;53;0.0006;90.1963
14039;威望;53;0.0006;90.1969
14040;巨浪;53;0.0006;90.1975
14041;罗盘;53;0.0006;90.1981
14042;咽喉;53;0.0006;90.1987
14043;远距离;53;0.0006;90.1993
14044;汇率;53;0.0006;90.2071
14045;出版社;53;0.0006;90.2005
14046;蒸馏;53;0.0006;90.1945
14047;戏台;53;0.0006;90.2017
14048;明月;53;0.0006;90.2023
14049;催化;53;0.0006;90.2029
14050;基本功;53;0.0006;90.2035
14051;信息量;53;0.0006;90.2041
14052;婚姻自由;53;0.0006;90.2047
14053;授权;53;0.0006;90.2053
14054;画图;53;0.0006;90.2059
14055;鸿渐;53;0.0006;90.2065
14056;豪迈;53;0.0006;90.2185
14057;铲除;53;0.0006;90.1879
14058;阴道;53;0.0006;90.2011
14059;湖边;53;0.0006;90.1867
14060;柳条;53;0.0006;90.1999
14061;凑近;53;0.0006;90.1825
14062;缔;53;0.0006;90.1831
14063;把戏;53;0.0006;90.1837
14064;人称;53;0.0006;90.1843
14065;出息;53;0.0006;90.1849
14066;惊呼;53;0.0006;90.1855
14067;时尚;53;0.0006;90.1861
14068;检修;53;0.0006;90.1939
14069;检察;53;0.0006;90.1873
14070;残存;53;0.0006;90.1813
14071;亮相;53;0.0006;90.1885
14072;分娩;53;0.0006;90.1891
14073;阿根廷;53;0.0006;90.1897
14074;背叛;53;0.0006;90.1903
14075;顶峰;53;0.0006;90.1909
14076;僮族;53;0.0006;90.1915
14077;张发奎;53;0.0006;90.1921
14078;刹那间;53;0.0006;90.1927
14079;耳光;53;0.0006;90.1933
14080;体育课;53;0.0006;90.1819
14081;吞下;53;0.0006;90.2179
14082;工业经济;53;0.0006;90.2221
14083;该项;53;0.0006;90.2215
14084;查阅;53;0.0006;90.2227
14085;省级;53;0.0006;90.2275
14086;自居;53;0.0006;90.2245
14087;丹;53;0.0006;90.2251
14088;组装;53;0.0006;90.2257
14089;茶几;53;0.0006;90.2263
14090;课堂上;53;0.0006;90.2299
14091;短篇小说;53;0.0006;90.2269
14092;驳斥;53;0.0006;90.2209
14093;多种经营;53;0.0006;90.2281
14094;腼腆;53;0.0006;90.2341
14095;搞上去;53;0.0006;90.2335
14096;这么回事;53;0.0006;90.2329
14097;氯酸钾;53;0.0006;90.2323
14098;涌出;53;0.0006;90.2317
14099;石家庄;53;0.0006;90.2311
14100;多达;53;0.0006;90.2287
14101;铁门;53;0.0006;90.2305
14102;单靠;53;0.0006;90.2293
14103;棉被;53;0.0006;90.2239
14104;拉车;53;0.0006;90.2131
14105;扫描;53;0.0006;90.2083
14106;离休;53;0.0006;90.2089
14107;滋润;53;0.0006;90.2095
14108;清明;53;0.0006;90.2101
14109;熵;53;0.0006;90.2107
14110;悄声;53;0.0006;90.2113
14111;灼热;53;0.0006;90.2119
14112;貌;53;0.0006;90.2143
14113;国旗;53;0.0006;90.2125
14114;闲谈;53;0.0006;90.2233
14115;大字报;53;0.0006;90.2203
14116;地热;53;0.0006;90.2137
14117;冲天;53;0.0006;90.2077
14118;巴基斯坦;53;0.0006;90.2149
14119;山间;53;0.0006;90.2155
14120;送礼;53;0.0006;90.2161
14121;回转;53;0.0006;90.2167
14122;摇曳;53;0.0006;90.2173
14123;游到;53;0.0006;90.2197
14124;小明;53;0.0006;90.2191
14125;升学;53;0.0006;90.1951
14126;诗篇;53;0.0006;90.1663
14127;对得起;53;0.0006;90.1495
14128;农林;53;0.0006;90.1435
14129;出家;53;0.0006;90.1441
14130;推动力;53;0.0006;90.1447
14131;拉丁;53;0.0006;90.1453
14132;状元;53;0.0006;90.1459
14133;底片;53;0.0006;90.1465
14134;任职;53;0.0006;90.1543
14135;不如说;53;0.0006;90.1477
14136;经常性;53;0.0006;90.1417
14137;堪称;53;0.0006;90.1399
14138;奔波;53;0.0006;90.1489
14139;前身;53;0.0006;90.1471
14140;嫦娥;53;0.0006;90.1501
14141;养育;53;0.0006;90.1507
14142;小品;53;0.0006;90.1513
14143;商品市场;53;0.0006;90.1519
14144;外加;53;0.0006;90.1525
14145;摆出;53;0.0006;90.1531
14146;显而易见;53;0.0006;90.1537
14147;请坐;53;0.0006;90.1483
14148;上千;53;0.0006;90.1387
14149;市价;53;0.0006;90.1333
14150;家禽;53;0.0006;90.1291
14151;江山;53;0.0006;90.1297
14152;艳;53;0.0006;90.1303
14153;独创性;53;0.0006;90.1309
14154;紧缩;53;0.0006;90.1315
14155;刁;53;0.0006;90.1321
14156;气孔;53;0.0006;90.1327
14157;造纸;53;0.0006;90.1339
14158;抢险;53;0.0006;90.1345
14159;染料;53;0.0006;90.1351
14160;万历;53;0.0006;90.1357
14161;镜面;53;0.0006;90.1363
14162;心力衰竭;53;0.0006;90.1369
14163;触到;53;0.0006;90.1375
14164;普通人;53;0.0006;90.1381
14165;高利贷;53;0.0006;90.1411
14166;月色;53;0.0006;90.1393
14167;过活;53;0.0006;90.1405
14168;拨乱反正;53;0.0006;90.1429
14169;师大;53;0.0006;90.1747
14170;任期;53;0.0006;90.1687
14171;辑;53;0.0006;90.1693
14172;体面;53;0.0006;90.1699
14173;短语;53;0.0006;90.1705
14174;城门;53;0.0006;90.1711
14175;考生;53;0.0006;90.1717
14176;密布;53;0.0006;90.1723
14177;来客;53;0.0006;90.1729
14178;东岸;53;0.0006;90.1807
14179;眸子;53;0.0006;90.1741
14180;宗教改革;53;0.0006;90.1681
14181;拂;53;0.0006;90.1753
14182;纵身;53;0.0006;90.1759
14183;凝神;53;0.0006;90.1669
14184;荡漾;53;0.0006;90.1771
14185;倒不如;53;0.0006;90.1957
14186;私营经济;53;0.0006;90.1777
14187;清华;53;0.0006;90.1783
14188;命脉;53;0.0006;90.1789
14189;类推;53;0.0006;90.1795
14190;映出;53;0.0006;90.1801
14191;义务教育;53;0.0006;90.1615
14192;拿走;53;0.0006;90.1603
14193;筛;53;0.0006;90.1555
14194;迎合;53;0.0006;90.1735
14195;交出;53;0.0006;90.1423
14196;轰鸣;53;0.0006;90.1561
14197;抡;53;0.0006;90.1567
14198;复仇;53;0.0006;90.1573
14199;虑;53;0.0006;90.1579
